"focal_rte","spp_excl_dir","Trophic.Group","excl_dir","dir_diff"
17009,0.406626183169915,"nectarivore",0.379835380390994,0.026790802778921
17009,0.406626183169915,"omnivore",0.38757520114564,0.0190509820242749
17009,0.406626183169915,"insct/om",0.381430179724091,0.0251960034458238
17009,0.406626183169915,"herbivore",0.380476097223282,0.0261500859466329
17011,0.414675161264317,"granivore",0.399232895726136,0.0154422655381813
17011,0.414675161264317,"insectivore",0.353556812590637,0.06111834867368
17011,0.414675161264317,"nectarivore",0.386456973758229,0.0282181875060882
17011,0.414675161264317,"omnivore",0.39567908915085,0.0189960721134673
17011,0.414675161264317,"insct/om",0.385387003074541,0.0292881581897761
17011,0.414675161264317,"herbivore",0.387771534043034,0.0269036272212826
17017,0.405930207280468,"granivore",0.393750143093452,0.0121800641870159
17017,0.405930207280468,"insectivore",0.348489196053267,0.0574410112272009
17017,0.405930207280468,"nectarivore",0.383929902695476,0.0220003045849918
17017,0.405930207280468,"omnivore",0.394549546621614,0.0113806606588542
17017,0.405930207280468,"insct/om",0.387242945756768,0.0186872615237002
17017,0.405930207280468,"herbivore",0.38627982983565,0.0196503774448184
17031,0.405406455119985,"granivore",0.383577361480346,0.0218290936396393
17031,0.405406455119985,"insectivore",0.340579483219119,0.0648269719008663
17031,0.405406455119985,"nectarivore",0.372799987665688,0.0326064674542969
